ZCTA5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON,Total Area in Sq Mi,Lat-top,Long-left,Lat-bottom,Long-right
37732,1813622,0,0.70,0.00,139,71,36.327039,-84.606365,0.70,36.333103,-84.611250,36.320975,-84.601480
37733,11539491,0,4.46,0.00,64,56,36.354076,-84.711232,4.46,36.369372,-84.723551,36.338780,-84.698913
37737,68230112,3404665,26.34,1.31,"5,785","2,482",35.760359,-84.120064,27.66,35.798469,-84.150989,35.722249,-84.089139
37738,543910809,0,210.01,0.00,"5,288","8,352",35.670251,-83.474881,210.01,35.775262,-83.560191,35.565240,-83.389571
37742,128800879,7586165,49.73,2.93,"5,837","2,482",35.675845,-84.179247,52.66,35.728430,-84.221963,35.623260,-84.136531
37743,571006913,3701506,220.47,1.43,"25,588","11,932",36.068913,-82.856325,221.90,36.176856,-82.943577,35.960970,-82.769073
37745,301656148,116567,116.47,0.05,"18,401","8,696",36.278033,-82.820602,116.52,36.356252,-82.883659,36.199814,-82.757545
37748,264796619,14662500,102.24,5.66,"17,857","8,452",35.945607,-84.516324,107.90,36.020879,-84.577262,35.870335,-84.455386
37752,133555258,14151,51.57,0.01,"6,516","2,692",36.553211,-83.545062,51.57,36.605250,-83.586865,36.501172,-83.503259
37753,77864160,0,30.06,0.00,814,432,35.823088,-83.100349,30.06,35.862820,-83.132565,35.783356,-83.068133
37754,98065200,145391,37.86,0.06,"4,729","1,998",36.139185,-84.029761,37.92,36.183807,-84.065797,36.094563,-83.993725
37755,114748788,110603,44.30,0.04,"3,688","1,592",36.402394,-84.526705,44.35,36.450650,-84.565545,36.354138,-84.487865
37756,255481555,0,98.64,0.00,"2,810","1,226",36.304565,-84.419801,98.64,36.376535,-84.477800,36.232595,-84.361802
37757,72942123,8907166,28.16,3.44,"9,337","4,205",36.299009,-84.137299,31.60,36.339745,-84.170130,36.258273,-84.104468
37760,103550673,7381722,39.98,2.85,"12,931","5,397",36.111061,-83.458190,42.83,36.158485,-83.496503,36.063637,-83.419877
37762,35444179,205034,13.69,0.08,"3,126","1,478",36.577303,-84.126170,13.76,36.604187,-84.147759,36.550419,-84.104581
37763,235887625,29532718,91.08,11.40,"15,794","7,428",35.820230,-84.492265,102.48,35.893587,-84.551747,35.746873,-84.432783
37764,89802967,1365645,34.67,0.53,"9,258","4,019",35.970355,-83.616165,35.20,36.013348,-83.650960,35.927362,-83.581370
37765,49930738,572065,19.28,0.22,546,308,36.572343,-83.058618,19.50,36.604342,-83.084316,36.540344,-83.032920
37766,396759613,27706821,153.19,10.70,"18,850","9,678",36.399701,-84.080824,163.89,36.492468,-84.155492,36.306934,-84.006156
37769,74686782,2703282,28.84,1.04,"5,990","2,703",36.218671,-84.153543,29.88,36.258282,-84.185500,36.179060,-84.121586
37770,308202280,0,119.00,0.00,"2,646","1,260",36.153311,-84.663293,119.00,36.232359,-84.727119,36.074263,-84.599467
37771,125729428,3314964,48.54,1.28,"15,380","6,589",35.840669,-84.321530,49.82,35.891819,-84.362994,35.789519,-84.280066
37772,101188331,15077307,39.07,5.82,"11,146","4,827",35.791140,-84.218553,44.89,35.839691,-84.257935,35.742589,-84.179171
37774,226415456,18541829,87.42,7.16,"18,321","8,702",35.729133,-84.358969,94.58,35.799605,-84.416177,35.658661,-84.301761
37777,85707355,10320028,33.09,3.98,"11,274","5,535",35.826849,-84.054192,37.08,35.870972,-84.089967,35.782726,-84.018417
37779,98982584,0,38.22,0.00,"3,978","1,665",36.215119,-83.756089,38.22,36.259916,-83.792232,36.170322,-83.719946
37801,180384731,6156957,69.65,2.38,"25,124","11,064",35.663920,-84.094594,72.02,35.725418,-84.144558,35.602422,-84.044630
37803,252612231,533849,97.53,0.21,"31,668","13,536",35.660842,-83.981389,97.74,35.732482,-84.039595,35.589202,-83.923183
37804,90142169,0,34.80,0.00,"24,682","10,183",35.792057,-83.893153,34.80,35.834807,-83.927829,35.749307,-83.858477
37806,40402211,1312518,15.60,0.51,"2,868","1,311",36.084693,-83.727987,16.11,36.113774,-83.751489,36.055612,-83.704485
37807,205327925,18098181,79.28,6.99,"9,923","4,534",36.259656,-83.825990,86.27,36.326960,-83.880260,36.192352,-83.771720
37809,85632054,355661,33.06,0.14,"2,278","1,069",36.158391,-83.041113,33.20,36.200144,-83.074824,36.116638,-83.007402
37810,86752934,253260,33.50,0.10,"1,928",901,36.184579,-83.115488,33.59,36.226579,-83.149387,36.142579,-83.081589
37811,96831037,15449120,37.39,5.96,"3,215","1,697",36.355516,-83.209759,43.35,36.403228,-83.248184,36.307804,-83.171334
37813,151244922,914197,58.40,0.35,"17,444","7,608",36.175136,-83.257023,58.75,36.230678,-83.301857,36.119594,-83.212189
37814,115283595,23388167,44.51,9.03,"33,071","14,232",36.233235,-83.337421,53.54,36.286258,-83.380190,36.180212,-83.294652
37818,118372200,544713,45.70,0.21,"4,998","2,285",36.188787,-82.971084,45.91,36.237888,-83.010713,36.139686,-82.931455
37819,56658976,22869,21.88,0.01,713,331,36.568255,-84.205753,21.88,36.602155,-84.232979,36.534355,-84.178527
37820,169012805,1651266,65.26,0.64,"7,495","3,193",36.085171,-83.566057,65.89,36.143993,-83.613594,36.026349,-83.518520
37821,325382009,18029264,125.63,6.96,"22,608","10,587",35.975170,-83.195566,132.59,36.058611,-83.263092,35.891729,-83.128040
37825,224556118,9558890,86.70,3.69,"8,399","4,113",36.407104,-83.695807,90.39,36.475999,-83.751255,36.338209,-83.640359
37826,142333792,0,54.96,0.00,"4,361","1,935",35.558276,-84.589664,54.96,35.611995,-84.633366,35.504557,-84.545962
37828,8388714,0,3.24,0.00,"1,430",718,36.197927,-84.069009,3.24,36.210968,-84.079533,36.184886,-84.058485
37829,144945556,526194,55.96,0.20,"1,804",779,36.010201,-84.637685,56.17,36.064509,-84.681615,35.955893,-84.593755
37830,219543568,12397869,84.77,4.79,"29,700","14,676",35.966483,-84.290549,89.55,36.035057,-84.346050,35.897909,-84.235048
37840,220771096,933,85.24,0.00,"10,021","4,425",36.070393,-84.409158,85.24,36.137296,-84.463235,36.003490,-84.355081
37841,448780274,1498411,173.28,0.58,"9,605","4,364",36.516840,-84.569401,173.85,36.612386,-84.646190,36.421294,-84.492612
37843,134532453,632884,51.94,0.24,"3,725","1,749",36.010701,-83.048369,52.19,36.063050,-83.090714,35.958352,-83.006024
37845,2645156,0,1.02,0.00,494,249,36.093370,-84.439501,1.02,36.100693,-84.445419,36.086047,-84.433583
37846,191941061,17318,74.11,0.01,"5,030","2,090",35.679244,-84.481811,74.12,35.741628,-84.532485,35.616860,-84.431137
37847,342240965,0,132.14,0.00,"2,714","1,169",36.434173,-84.278950,132.14,36.517472,-84.345967,36.350874,-84.211933
37848,17513194,0,6.76,0.00,246,131,36.235745,-83.680106,6.76,36.254588,-83.695305,36.216902,-83.664907
37849,102055868,305655,39.40,0.12,"25,459","10,450",36.054313,-84.046042,39.52,36.099868,-84.082872,36.008758,-84.009212
37851,867359,561,0.33,0.00,36,15,36.584059,-83.907578,0.34,36.588254,-83.910946,36.579864,-83.904210
37852,210693742,775679,81.35,0.30,"2,558","1,197",36.328779,-84.589959,81.65,36.394257,-84.642710,36.263301,-84.537208
37853,40224858,758863,15.53,0.29,"3,815","1,673",35.836719,-83.910713,15.82,35.865545,-83.934082,35.807893,-83.887344
37854,355422977,22047901,137.23,8.51,"13,108","6,244",35.883735,-84.719008,145.74,35.971216,-84.789886,35.796254,-84.648130
37857,613493976,9094185,236.87,3.51,"21,309","10,074",36.424289,-82.941400,240.38,36.536639,-83.031801,36.311939,-82.850999
37860,65960128,5261659,25.47,2.03,"4,113","1,704",36.251184,-83.185313,27.50,36.289184,-83.215957,36.213184,-83.154669
37861,258862782,21317270,99.95,8.23,"8,340","4,101",36.240743,-83.513712,108.18,36.316112,-83.574500,36.165374,-83.452924
37862,217585721,0,84.01,0.00,"20,934","13,184",35.778007,-83.612571,84.01,35.844425,-83.666455,35.711589,-83.558687
37863,47571014,0,18.37,0.00,"6,569","5,632",35.785959,-83.562198,18.37,35.817015,-83.587391,35.754903,-83.537005
37865,182976694,226662,70.65,0.09,"20,912","8,669",35.850344,-83.734626,70.74,35.911289,-83.784025,35.789399,-83.685227
37866,136572183,28583233,52.73,11.04,"1,699",999,36.342069,-83.856613,63.77,36.399934,-83.903223,36.284204,-83.810003
37869,350030648,820828,135.15,0.32,"5,031","2,535",36.514752,-83.244969,135.46,36.599092,-83.312753,36.430412,-83.177185
37870,216011838,8977393,83.40,3.47,"4,580","2,423",36.462895,-83.833800,86.87,36.530434,-83.888117,36.395356,-83.779483
37871,102967954,2145758,39.76,0.83,"9,134","3,886",36.052084,-83.681021,40.58,36.098248,-83.718344,36.005920,-83.643698
37872,247547689,0,95.58,0.00,"2,041",974,36.269532,-84.649496,95.58,36.340376,-84.706613,36.198688,-84.592379
37873,159617055,1885366,61.63,0.73,"4,073","1,990",36.526270,-82.843047,62.36,36.583492,-82.889030,36.469048,-82.797064
37874,263287834,228208,101.66,0.09,"14,979","6,621",35.598330,-84.456484,101.74,35.671423,-84.515917,35.525237,-84.397051
37876,486561468,42566502,187.86,16.44,"29,246","16,983",35.865019,-83.481100,204.30,35.968593,-83.565037,35.761445,-83.397163
37877,66791954,6041594,25.79,2.33,"8,464","3,614",36.151167,-83.406942,28.12,36.189594,-83.437970,36.112740,-83.375914
37878,97867455,3199660,37.79,1.24,514,490,35.620642,-83.894011,39.02,35.665909,-83.930808,35.575375,-83.857214
37879,451523225,8329563,174.33,3.22,"10,634","5,031",36.476371,-83.490313,177.55,36.572927,-83.567954,36.379815,-83.412672
37880,183912284,37499177,71.01,14.48,"3,477","2,069",35.685695,-84.677934,85.49,35.752695,-84.732353,35.618695,-84.623515
37881,184662106,2559072,71.30,0.99,"2,291","1,143",36.406476,-83.342508,72.29,36.468086,-83.392093,36.344866,-83.292923
37882,413932270,280621,159.82,0.11,"2,724","2,456",35.601218,-83.813078,159.93,35.692858,-83.887589,35.509578,-83.738567
37885,435663277,38518124,168.21,14.87,"5,067","2,656",35.476426,-84.132339,183.08,35.574475,-84.212186,35.378377,-84.052492
37886,113625372,0,43.87,0.00,"4,418","2,053",35.745588,-83.804718,43.87,35.793585,-83.843673,35.697591,-83.765763
37887,238196105,11094,91.97,0.00,"7,511","2,237",36.094965,-84.583165,91.97,36.164459,-84.639319,36.025471,-84.527011
37888,141285731,3505622,54.55,1.35,"2,741","1,248",36.310172,-83.608265,55.90,36.364353,-83.651925,36.255991,-83.564605
37890,87965537,15233765,33.96,5.88,"6,668","3,024",36.085282,-83.298857,39.85,36.131024,-83.335823,36.039540,-83.261891
37891,83291047,2828321,32.16,1.09,"3,626","1,611",36.292070,-83.138103,33.25,36.333855,-83.171782,36.250285,-83.104424
37892,195363194,29566,75.43,0.01,"2,007",897,36.555696,-84.357644,75.44,36.618636,-84.408202,36.492756,-84.307086
37902,1209202,61952,0.47,0.02,"1,586","1,136",35.963643,-83.920610,0.49,35.968720,-83.924719,35.958566,-83.916501
37909,18118897,0,7.00,0.00,"15,168","7,754",35.947566,-84.021410,7.00,35.966732,-84.036926,35.928400,-84.005894
37912,28081432,0,10.84,0.00,"20,673","10,610",36.007549,-83.984876,10.84,36.031410,-84.004178,35.983688,-83.965574
37914,103170455,3377214,39.83,1.30,"19,663","9,659",35.983165,-83.795797,41.14,36.029643,-83.833406,35.936687,-83.758188
37915,4856416,223368,1.88,0.09,"5,647","3,002",35.970813,-83.900432,1.96,35.980961,-83.908645,35.960665,-83.892219
37916,3860159,308927,1.49,0.12,"12,507","3,066",35.952723,-83.934197,1.61,35.961917,-83.941639,35.943529,-83.926755
37917,25482056,0,9.84,0.00,"24,072","12,807",36.001191,-83.913702,9.84,36.023920,-83.932090,35.978462,-83.895314
37918,90821020,6663,35.07,0.00,"42,835","19,014",36.056122,-83.916946,35.07,36.099034,-83.951638,36.013210,-83.882254
37919,49069034,4495524,18.95,1.74,"28,194","14,364",35.914748,-84.000169,20.68,35.947702,-84.026858,35.881794,-83.973480
37920,187767790,8330234,72.50,3.22,"39,087","18,814",35.908753,-83.869153,75.71,35.971806,-83.920223,35.845700,-83.818083
37921,39620719,18069,15.30,0.01,"28,233","12,639",35.979767,-84.002156,15.30,36.008116,-84.025096,35.951418,-83.979216
37922,70454744,19228133,27.20,7.42,"33,180","12,792",35.860496,-84.100535,34.63,35.903137,-84.135093,35.817855,-84.065977
37923,29050914,37152,11.22,0.01,"27,457","13,576",35.926395,-84.079528,11.23,35.950680,-84.099193,35.902110,-84.059863
37924,71514195,546437,27.61,0.21,"11,259","5,118",36.027895,-83.803298,27.82,36.066118,-83.834210,35.989672,-83.772386
37931,74286243,1451442,28.68,0.56,"26,109","10,972",35.976399,-84.125445,29.24,36.015585,-84.157156,35.937213,-84.093734
37932,74542633,4375137,28.78,1.69,"14,527","6,197",35.917328,-84.198756,30.47,35.957328,-84.231151,35.877328,-84.166361
37934,45291928,724369,17.49,0.28,"24,107","9,410",35.856771,-84.176642,17.77,35.887315,-84.201398,35.826227,-84.151886
37938,83750915,0,32.34,0.00,"17,085","6,906",36.123933,-83.938618,32.34,36.165140,-83.971902,36.082726,-83.905334
38001,175603894,30454,67.80,0.01,"4,719","2,074",35.816288,-89.160049,67.81,35.875961,-89.208438,35.756615,-89.111660
38002,301517069,1253257,116.42,0.48,"38,927","13,689",35.286366,-89.700255,116.90,35.364714,-89.764209,35.208018,-89.636301
38004,68364435,88081,26.40,0.03,"9,866","3,384",35.411728,-89.760040,26.43,35.448981,-89.790402,35.374475,-89.729678
38006,261530769,258677,100.98,0.10,"5,207","2,238",35.693693,-89.089516,101.08,35.766546,-89.148683,35.620840,-89.030349
38007,5152203,0,1.99,0.00,91,50,36.159414,-89.426956,1.99,36.169634,-89.435208,36.149194,-89.418704
38008,383963841,978896,148.25,0.38,"9,721","4,232",35.246459,-88.997180,148.63,35.334802,-89.069327,35.158116,-88.925033
38011,152618381,135024,58.93,0.05,"9,908","3,653",35.462176,-89.711687,58.98,35.517826,-89.757014,35.406526,-89.666360
38012,699423906,1801495,270.05,0.70,"14,575","6,328",35.610610,-89.273231,270.74,35.729844,-89.370168,35.491376,-89.176294
38015,112402597,3307667,43.40,1.28,"2,828","1,166",35.556935,-89.823415,44.68,35.605370,-89.862819,35.508500,-89.784011
38016,49483518,113362,19.11,0.04,"43,079","18,976",35.181507,-89.760052,19.15,35.213217,-89.785970,35.149797,-89.734134
38017,219494821,1691946,84.75,0.65,"48,642","17,736",35.066971,-89.648939,85.40,35.133937,-89.703749,35.000005,-89.594129
38018,47811313,169846,18.46,0.07,"35,059","14,539",35.138510,-89.760016,18.53,35.169699,-89.785522,35.107321,-89.734510
38019,357382922,370790,137.99,0.14,"15,601","6,443",35.562373,-89.628878,138.13,35.647539,-89.698159,35.477207,-89.559597
38021,1363883,0,0.53,0.00,59,26,35.875848,-89.164750,0.53,35.881106,-89.169011,35.870590,-89.160489
38023,170820862,23161845,65.95,8.94,"6,146","2,375",35.468284,-89.942438,74.90,35.530996,-89.993513,35.405572,-89.891363
38024,366365149,3082388,141.45,1.19,"27,406","12,003",36.035542,-89.380814,142.64,36.122088,-89.450800,35.948996,-89.310828
38028,149775749,531797,57.83,0.21,"6,883","2,649",35.183099,-89.632200,58.03,35.238302,-89.677318,35.127896,-89.587082
38029,135610,0,0.05,0.00,80,35,35.238741,-89.821895,0.05,35.240399,-89.823249,35.237083,-89.820541
38030,334589228,30546090,129.19,11.79,977,441,36.018136,-89.583626,140.98,36.104176,-89.653218,35.932096,-89.514034
38034,260520827,103075,100.59,0.04,"2,998","1,322",35.911414,-89.236962,100.63,35.984105,-89.295836,35.838723,-89.178088
38036,1635483,0,0.63,0.00,478,197,35.320220,-89.625825,0.63,35.325978,-89.630523,35.314462,-89.621127
38037,128437001,2225,49.59,0.00,"1,773",797,35.797359,-89.398895,49.59,35.848388,-89.440285,35.746330,-89.357505
38039,169688500,700134,65.52,0.27,"1,804",761,35.063548,-89.150570,65.79,35.122323,-89.198678,35.004773,-89.102462
38040,281923731,553142,108.85,0.21,"5,193","2,371",35.892390,-89.444872,109.06,35.968067,-89.506179,35.816713,-89.383565
38041,260346927,11914013,100.52,4.60,"5,085","1,343",35.659774,-89.704347,105.12,35.734070,-89.764712,35.585478,-89.643982
38042,127947151,73292,49.40,0.03,796,375,35.145160,-89.137403,49.43,35.196106,-89.179062,35.094214,-89.095744
38044,107843461,87698,41.64,0.03,865,442,35.199329,-88.809547,41.67,35.246107,-88.847772,35.152551,-88.771322
38046,10590386,0,4.09,0.00,108,51,35.069904,-89.247931,4.09,35.084557,-89.259924,35.055251,-89.235938
38047,2495291,0,0.96,0.00,91,36,36.090531,-89.503400,0.96,36.097644,-89.509148,36.083418,-89.497652
38049,289012188,185366,111.59,0.07,"4,984","1,818",35.390333,-89.538210,111.66,35.466905,-89.600633,35.313761,-89.475787
38050,5105096,0,1.97,0.00,459,231,35.829629,-89.233070,1.97,35.839803,-89.241318,35.819455,-89.224822
38052,325208571,2609305,125.56,1.01,"3,907","1,814",35.090254,-88.917801,126.57,35.171779,-88.984508,35.008729,-88.851094
38053,456755512,29522628,176.35,11.40,"27,932","11,262",35.346216,-89.951532,187.75,35.445508,-90.032522,35.246924,-89.870542
38054,932363,0,0.36,0.00,284,20,35.336356,-89.873398,0.36,35.340704,-89.876945,35.332008,-89.869851
38057,271522017,147911,104.84,0.06,"3,649","1,478",35.052974,-89.368397,104.89,35.127189,-89.429151,34.978759,-89.307643
38058,68375057,152423,26.40,0.06,"10,236","3,887",35.461347,-89.819262,26.46,35.498621,-89.849622,35.424073,-89.788902
38059,332293528,275879,128.30,0.11,"7,663","3,212",36.105685,-89.248757,128.41,36.187798,-89.315099,36.023572,-89.182415
38060,114222334,218072,44.10,0.08,"9,496","3,734",35.209347,-89.505468,44.19,35.257515,-89.544824,35.161179,-89.466112
38061,164787361,999390,63.62,0.39,977,506,35.067042,-88.766924,64.01,35.125018,-88.814376,35.009066,-88.719472
38063,790218981,79768764,305.11,30.80,"17,403","7,502",35.764057,-89.640503,335.90,35.896866,-89.748269,35.631248,-89.532737
38066,158703375,324455,61.28,0.13,"2,630","1,098",35.069561,-89.513696,61.40,35.126343,-89.560169,35.012779,-89.467223
38067,167144410,1142066,64.53,0.44,"1,476",794,35.081609,-89.041788,64.98,35.140020,-89.089588,35.023198,-88.993988
38068,700313891,979164,270.39,0.38,"10,941","4,529",35.261613,-89.343047,270.77,35.380853,-89.440409,35.142373,-89.245685
38069,340569282,328019,131.49,0.13,"2,376","1,184",35.478460,-89.329085,131.62,35.561595,-89.396785,35.395325,-89.261385
38070,2704699,0,1.04,0.00,175,88,35.943560,-89.237010,1.04,35.950965,-89.243005,35.936155,-89.231015
38075,345782216,924878,133.51,0.36,"6,936","1,529",35.381986,-89.135495,133.86,35.465826,-89.203851,35.298146,-89.067139
38076,61764370,89451,23.85,0.03,847,357,35.138706,-89.442078,23.88,35.174118,-89.471037,35.103294,-89.413119
38077,82633,0,0.03,0.00,43,25,36.328075,-89.474394,0.03,36.329369,-89.475437,36.326781,-89.473351
38079,274199918,71420957,105.87,27.58,"5,577","1,616",36.427748,-89.462502,133.44,36.511457,-89.529855,36.344039,-89.395149
38080,364785821,28460091,140.84,10.99,"2,568","1,139",36.207086,-89.519208,151.83,36.296376,-89.591255,36.117796,-89.447161
38103,6778611,3756958,2.62,1.45,"12,180","7,281",35.153090,-90.054995,4.07,35.167705,-90.066945,35.138475,-90.043045
38104,13204400,0,5.10,0.00,"23,409","14,538",35.132549,-90.003728,5.10,35.148911,-90.017109,35.116187,-89.990347
38105,4402770,20044,1.70,0.01,"6,184","3,546",35.151235,-90.034758,1.71,35.160704,-90.042500,35.141766,-90.027016
38106,67152076,4241315,25.93,1.64,"27,222","12,782",35.104113,-90.090113,27.57,35.142158,-90.121238,35.066068,-90.058988
38107,13994958,202139,5.40,0.08,"17,698","8,793",35.170165,-90.023442,5.48,35.187131,-90.037311,35.153199,-90.009573
38108,18140270,1514251,7.00,0.58,"18,729","8,463",35.176666,-89.967917,7.59,35.196628,-89.984234,35.156704,-89.951600
38109,174338927,7223119,67.31,2.79,"46,594","18,891",35.040014,-90.163407,70.10,35.100685,-90.213082,34.979343,-90.113732
38111,25628563,26392,9.90,0.01,"41,742","19,832",35.110521,-89.943500,9.91,35.133327,-89.962157,35.087715,-89.924843
38112,11646791,37057,4.50,0.01,"17,472","8,275",35.147662,-89.976392,4.51,35.163053,-89.988977,35.132271,-89.963807
38114,19536938,0,7.54,0.00,"26,905","13,320",35.096479,-89.985848,7.54,35.116381,-90.002132,35.076577,-89.969564
38115,22219159,21753,8.58,0.01,"39,129","18,726",35.053329,-89.862806,8.59,35.074564,-89.880189,35.032094,-89.845423
38116,49238392,123528,19.01,0.05,"40,404","18,663",35.033181,-90.011396,19.06,35.064816,-90.037299,35.001546,-89.985493
38117,24203282,0,9.34,0.00,"26,125","12,403",35.115181,-89.905344,9.34,35.137333,-89.923464,35.093029,-89.887224
38118,80825172,161974,31.21,0.06,"41,465","16,508",35.032631,-89.932531,31.27,35.073152,-89.965711,34.992110,-89.899351
38119,22890937,123214,8.84,0.05,"22,330","10,422",35.079511,-89.845385,8.89,35.101112,-89.863062,35.057910,-89.827708
38120,24972357,47851,9.64,0.02,"14,237","6,796",35.123633,-89.852645,9.66,35.146156,-89.871066,35.101110,-89.834224
38122,19532324,0,7.54,0.00,"25,270","11,315",35.158933,-89.921214,7.54,35.178833,-89.937483,35.139033,-89.904945
38125,49423989,0,19.08,0.00,"36,150","14,249",35.025913,-89.788637,19.08,35.057568,-89.814559,34.994258,-89.762715
38126,4712142,0,1.82,0.00,"7,334","3,002",35.126982,-90.043671,1.82,35.136756,-90.051665,35.117208,-90.035677
38127,97335965,2058437,37.58,0.79,"45,248","18,290",35.238363,-90.019556,38.38,35.283253,-90.056221,35.193473,-89.982891
38128,61207432,1094908,23.63,0.42,"44,863","18,315",35.224574,-89.926689,24.06,35.260115,-89.955722,35.189033,-89.897656
38131,480154,0,0.19,0.00,0,0,35.066359,-89.992094,0.19,35.069479,-89.994648,35.063239,-89.989540
38132,1773754,0,0.68,0.00,7,2,35.073171,-89.994830,0.68,35.079168,-89.999738,35.067174,-89.989922
38133,32787276,0,12.66,0.00,"20,787","7,732",35.212902,-89.794289,12.66,35.238684,-89.815354,35.187120,-89.773224
38134,48194361,29443,18.61,0.01,"41,948","16,045",35.174969,-89.859874,18.62,35.206237,-89.885433,35.143701,-89.834315
38135,33123417,141686,12.79,0.05,"30,657","11,384",35.238925,-89.848559,12.84,35.264895,-89.869770,35.212955,-89.827348
38138,30718918,0,11.86,0.00,"24,045","10,447",35.084826,-89.799327,11.86,35.109782,-89.819749,35.059870,-89.778905
38139,22979393,178235,8.87,0.07,"16,086","5,648",35.079657,-89.755097,8.94,35.101325,-89.772829,35.057989,-89.737365
38141,20210164,13318,7.80,0.01,"22,462","7,982",35.016728,-89.858616,7.81,35.036977,-89.875199,34.996479,-89.842033
38152,139080,0,0.05,0.00,834,0,35.123648,-89.931390,0.05,35.125327,-89.932763,35.121969,-89.930017
38201,366955431,616552,141.68,0.24,"10,093","4,475",36.123772,-88.530233,141.92,36.210098,-88.599963,36.037446,-88.460503
38220,101132209,143042,39.05,0.06,"1,849",880,35.993575,-88.670909,39.10,36.038888,-88.707571,35.948262,-88.634247
38221,280883747,44921016,108.45,17.34,"3,308","2,043",36.244754,-88.035010,125.79,36.326028,-88.100557,36.163480,-87.969463
38222,182625741,18587008,70.51,7.18,"2,629","1,620",36.445536,-88.157903,77.69,36.509406,-88.209282,36.381666,-88.106524
38224,145146650,449390,56.04,0.17,956,404,36.387017,-88.492197,56.21,36.441348,-88.535935,36.332686,-88.448459
38225,285765200,1253284,110.33,0.48,"6,283","2,838",36.325102,-88.674295,110.82,36.401385,-88.735754,36.248819,-88.612836
38226,60941272,19530,23.53,0.01,345,170,36.483883,-88.686637,23.54,36.519039,-88.714903,36.448727,-88.658371
38229,155577448,102542,60.07,0.04,"2,931","1,332",36.223130,-88.606426,60.11,36.279311,-88.651748,36.166949,-88.561104
38230,222573167,300992,85.94,0.12,"3,736","1,706",36.155230,-88.775865,86.05,36.222451,-88.830140,36.088009,-88.721590
38231,136848397,213358,52.84,0.08,"1,664",758,36.213058,-88.426137,52.92,36.265773,-88.468668,36.160343,-88.383606
38232,132377988,5604925,51.11,2.16,"1,998","1,062",36.353050,-89.332565,53.28,36.405941,-89.375163,36.300159,-89.289967
38233,246524894,912383,95.18,0.35,"2,852","1,320",36.203444,-89.049080,95.54,36.274272,-89.106233,36.132616,-88.991927
38235,19557376,0,7.55,0.00,441,220,35.989375,-88.563889,7.55,36.009288,-88.580001,35.969462,-88.547777
38236,94591405,0,36.52,0.00,662,297,36.171920,-88.272476,36.52,36.215712,-88.307827,36.128128,-88.237125
38237,337568139,645537,130.34,0.25,"16,627","7,022",36.357922,-88.837864,130.59,36.440729,-88.904551,36.275115,-88.771177
38240,225100456,479961,86.91,0.19,"2,259","1,039",36.245091,-89.318119,87.10,36.312718,-89.372660,36.177464,-89.263578
38241,170539289,43276,65.85,0.02,898,463,36.427772,-88.591844,65.86,36.486580,-88.639162,36.368964,-88.544526
38242,477839646,2604583,184.49,1.01,"20,151","9,420",36.306561,-88.330803,185.50,36.405256,-88.410337,36.207866,-88.251269
38251,231194544,174273,89.26,0.07,"2,751","1,306",36.458930,-88.355755,89.33,36.527420,-88.410840,36.390440,-88.300670
38253,138115678,2459048,53.33,0.95,"1,156",484,36.293824,-89.040359,54.28,36.347210,-89.083388,36.240438,-88.997330
38254,1752803,0,0.68,0.00,85,37,36.374904,-89.347404,0.68,36.380865,-89.352204,36.368943,-89.342604
38255,121772954,390330,47.02,0.15,"2,299","1,080",36.238355,-88.859211,47.17,36.288122,-88.899351,36.188588,-88.819071
38256,151955548,59786478,58.67,23.08,"3,089","3,071",36.308647,-88.131436,81.75,36.374167,-88.184235,36.243127,-88.078637
38257,141525608,128504,54.64,0.05,"4,397","2,118",36.456475,-88.877060,54.69,36.510065,-88.920163,36.402885,-88.833957
38258,70639697,56699,27.27,0.02,"1,500",725,36.032792,-88.619287,27.30,36.070651,-88.649903,35.994933,-88.588671
38259,72297067,376294,27.91,0.15,860,405,36.199152,-89.183658,28.06,36.237537,-89.214633,36.160767,-89.152683
38260,170244691,340938,65.73,0.13,"3,804","1,613",36.360777,-89.200363,65.86,36.419586,-89.247722,36.301968,-89.153004
38261,482503271,17818660,186.30,6.88,"16,919","7,731",36.428860,-89.113506,193.18,36.529576,-89.194541,36.328144,-89.032471
38301,427383355,617741,165.01,0.24,"36,613","15,910",35.588164,-88.853394,165.25,35.681316,-88.929148,35.495012,-88.777640
38305,335070350,2518509,129.37,0.97,"49,808","20,851",35.701654,-88.768058,130.34,35.784385,-88.835241,35.618923,-88.700875
38310,295389288,1367126,114.05,0.53,"6,145","2,763",35.261735,-88.408628,114.58,35.339301,-88.471963,35.184169,-88.345293
38311,151351876,7783775,58.44,3.01,786,493,35.437098,-88.104204,61.44,35.493899,-88.150483,35.380297,-88.057925
38313,188302150,85514,72.70,0.03,"3,204","1,374",35.604517,-88.621051,72.74,35.666318,-88.671299,35.542716,-88.570803
38315,288810500,133137,111.51,0.05,"3,876","1,750",35.264860,-88.627620,111.56,35.341398,-88.690113,35.188322,-88.565127
38316,165201516,277559,63.78,0.11,"2,917","1,305",36.069862,-88.816891,63.89,36.127784,-88.863709,36.011940,-88.770073
38317,93501470,100478,36.10,0.04,"2,537","1,201",36.057938,-88.263813,36.14,36.101501,-88.299030,36.014375,-88.228596
