ZCTA5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON,Total Area in Sq Mi,Lat-top,Long-left,Lat-bottom,Long-right
00601,166659789,799296,64.35,0.31,"18,570","7,744",18.180556,-66.749961,64.66,18.238824,-66.805320,18.122288,-66.694602
00602,79288158,4446273,30.61,1.72,"41,520","18,073",18.362268,-67.176130,32.33,18.403471,-67.215235,18.321065,-67.137025
00603,81880442,183425,31.61,0.07,"54,689","25,653",18.455183,-67.119887,31.69,18.495972,-67.158579,18.414394,-67.081195
00606,109580061,12487,42.31,0.00,"6,615","2,877",18.158345,-66.932911,42.31,18.205482,-66.977701,18.111208,-66.888121
00610,93021467,4172001,35.92,1.61,"29,016","12,618",18.290955,-67.125868,37.53,18.335346,-67.168016,18.246564,-67.083720
00612,175106243,9809163,67.61,3.79,"67,010","30,992",18.402239,-66.711400,71.40,18.463468,-66.769498,18.341010,-66.653302
00616,29870473,149147,11.53,0.06,"11,017","4,896",18.420413,-66.671979,11.59,18.445083,-66.695385,18.395743,-66.648573
00617,39347158,3987969,15.19,1.54,"24,597","10,594",18.445146,-66.559696,16.73,18.474787,-66.587814,18.415505,-66.531578
00622,75077028,1694917,28.99,0.65,"7,853","8,714",17.991245,-67.153993,29.64,18.030697,-67.191516,17.951793,-67.116470
00623,98367847,1633540,37.98,0.63,"43,061","21,426",18.083435,-67.153877,38.61,18.128462,-67.196680,18.038408,-67.111074
00624,111791516,2524878,43.16,0.97,"26,241","9,905",18.063275,-66.715966,44.14,18.111417,-66.761736,18.015133,-66.670196
00627,120058334,3507026,46.35,1.35,"35,159","14,431",18.415030,-66.861879,47.71,18.465082,-66.909368,18.364978,-66.814390
00631,10414662,669970,4.02,0.26,"1,852",842,18.190607,-66.832041,4.28,18.205598,-66.846283,18.175616,-66.817799
00637,89226022,25323,34.45,0.01,"25,287","10,962",18.076713,-66.947389,34.46,18.119251,-66.987828,18.034175,-66.906950
00638,171055117,493335,66.04,0.19,"18,941","7,805",18.291088,-66.513306,66.24,18.350063,-66.569301,18.232113,-66.457311
00641,242237480,3466212,93.53,1.34,"31,191","13,358",18.262962,-66.714020,94.87,18.333541,-66.781044,18.192383,-66.646996
00646,53611823,3321248,20.70,1.28,"38,199","16,699",18.433167,-66.285941,21.98,18.467142,-66.318172,18.399192,-66.253710
00647,39379804,8013314,15.20,3.09,"6,172","3,482",17.963614,-66.947127,18.30,17.994612,-66.976614,17.932616,-66.917640
00650,79052810,557181,30.52,0.22,"14,998","6,124",18.349416,-66.578079,30.74,18.389591,-66.616211,18.309241,-66.539947
00652,17906137,16436,6.91,0.01,"4,715","1,947",18.451935,-66.603113,6.92,18.470997,-66.621195,18.432873,-66.585031
00653,39477273,5203941,15.24,2.01,"13,307","6,217",17.985452,-66.888933,17.25,18.015550,-66.917560,17.955354,-66.860306
00656,83968290,4356121,32.42,1.68,"21,481","8,680",18.053539,-66.792931,34.10,18.095856,-66.833164,18.011222,-66.752698
00659,108211415,3039180,41.78,1.17,"41,953","17,365",18.407221,-66.809008,42.95,18.454713,-66.854070,18.359729,-66.763946
00660,29380814,486,11.34,0.00,"17,250","7,783",18.134645,-67.116158,11.34,18.159052,-67.139352,18.110238,-67.092964
00662,114907988,5341043,44.37,2.06,"43,282","20,199",18.467481,-67.015974,46.43,18.516857,-67.062807,18.418105,-66.969141
00664,117897373,3405,45.52,0.00,"16,784","6,590",18.213419,-66.589613,45.52,18.262310,-66.636055,18.164528,-66.543171
00667,156201164,28264208,60.31,10.91,"25,968","12,508",18.003422,-67.035810,71.22,18.064577,-67.093970,17.942267,-66.977650
00669,159419203,168344,61.55,0.06,"29,744","12,458",18.270899,-66.866375,61.62,18.327781,-66.920389,18.214017,-66.812361
00670,118025360,357819,45.57,0.14,"9,807","3,973",18.236832,-66.990114,45.71,18.285823,-67.036644,18.187841,-66.943584
00674,116400264,6903390,44.94,2.67,"44,457","19,409",18.422908,-66.489337,47.61,18.472907,-66.536773,18.372909,-66.441901
00676,130636635,56483,50.44,0.02,"40,316","16,887",18.377751,-67.080344,50.46,18.429226,-67.129194,18.326276,-67.031494
00677,37137111,3594951,14.34,1.39,"15,272","9,730",18.332560,-67.227006,15.73,18.361297,-67.254284,18.303823,-67.199728
00678,68274095,3796687,26.36,1.47,"27,819","11,619",18.434099,-66.927384,27.83,18.472324,-66.963648,18.395874,-66.891120
00680,166248984,19828643,64.19,7.66,"58,140","27,992",18.181938,-67.133802,71.84,18.243359,-67.192157,18.120517,-67.075447
00682,37348163,6330100,14.42,2.44,"32,615","15,489",18.221443,-67.156062,16.86,18.251201,-67.184328,18.191685,-67.127796
00683,135168308,29361,52.19,0.01,"33,772","15,219",18.107800,-67.037263,52.20,18.160155,-67.087025,18.055445,-66.987501
00685,200808224,2058239,77.53,0.79,"42,831","18,877",18.332927,-66.959875,78.33,18.397059,-67.020752,18.268795,-66.898998
00687,100675764,140026,38.87,0.05,"32,610","12,381",18.318386,-66.418034,38.93,18.363596,-66.460953,18.273176,-66.375115
00688,82401202,77467,31.82,0.03,"13,543","5,353",18.382264,-66.626438,31.85,18.423156,-66.665244,18.341372,-66.587632
00690,7291346,12393,2.82,0.00,"6,255","2,773",18.495510,-67.098671,2.82,18.507679,-67.110211,18.483341,-67.087131
00692,69307906,1999296,26.76,0.77,"37,511","16,026",18.410187,-66.336556,27.53,18.448209,-66.372632,18.372165,-66.300480
00693,101838924,3653903,39.32,1.41,"61,038","25,884",18.423023,-66.397230,40.73,18.469270,-66.441107,18.376776,-66.353353
00694,2043548,1957116,0.79,0.76,328,188,18.482370,-66.391079,1.54,18.491376,-66.399621,18.473364,-66.382537
00698,180309254,7761848,69.62,3.00,"41,782","17,924",18.064848,-66.856319,72.61,18.126597,-66.915025,18.003099,-66.797613
00703,76855070,28384,29.67,0.01,"28,605","11,417",18.248401,-66.130662,29.68,18.287882,-66.168157,18.208920,-66.093167
00704,12627769,1773833,4.88,0.68,"8,577","3,871",17.965770,-66.219555,5.56,17.982857,-66.235809,17.948683,-66.203301
00705,82748292,72306,31.95,0.03,"25,598","10,297",18.128961,-66.266683,31.98,18.169938,-66.305626,18.087984,-66.227740
00707,54561503,3816670,21.07,1.47,"12,225","5,546",18.013648,-65.920712,22.54,18.048051,-65.953429,17.979245,-65.887995
00714,37859151,42765,14.62,0.02,"19,566","8,871",18.000198,-66.042943,14.63,18.027919,-66.069307,17.972477,-66.016579
00715,20434129,150234,7.89,0.06,"3,656","1,532",18.011233,-66.560065,7.95,18.031662,-66.579493,17.990804,-66.540637
00716,22081777,7967534,8.53,3.08,"33,779","14,275",17.990567,-66.607542,11.60,18.015250,-66.631018,17.965884,-66.584066
00717,5417561,109099,2.09,0.04,"18,457","9,518",18.003222,-66.614037,2.13,18.013807,-66.624104,17.992637,-66.603970
00718,117172329,3457285,45.24,1.33,"26,606","11,970",18.231988,-65.759623,46.58,18.281442,-65.806594,18.182534,-65.712652
00719,72527843,898356,28.00,0.35,"30,990","11,496",18.289927,-66.253440,28.35,18.328510,-66.290074,18.251344,-66.216806
00720,154368018,286519,59.60,0.11,"23,129","9,059",18.217946,-66.428076,59.71,18.273942,-66.481265,18.161950,-66.374887
00723,119554076,1319657,46.16,0.51,"19,277","9,358",18.043822,-66.015578,46.67,18.093326,-66.062647,17.994318,-65.968509
00725,109190812,1190612,42.16,0.46,"89,374","38,678",18.218819,-66.042375,42.62,18.266125,-66.087310,18.171513,-65.997440
00727,55827071,26963,21.55,0.01,"58,382","23,679",18.215308,-66.073565,21.57,18.248959,-66.105530,18.181657,-66.041600
00728,40524719,21618806,15.65,8.35,"44,908","16,698",17.989853,-66.664116,23.99,18.025348,-66.697876,17.954358,-66.630356
00729,87958918,364682,33.96,0.14,"53,750","21,688",18.329829,-65.885142,34.10,18.372146,-65.925312,18.287512,-65.844972
00730,16850026,123834,6.51,0.05,"35,742","16,253",18.030831,-66.616838,6.55,18.049382,-66.634478,18.012280,-66.599198
00731,123332268,3082106,47.62,1.19,"15,524","5,962",18.108039,-66.634653,48.81,18.158665,-66.682771,18.057413,-66.586535
00735,60362550,1842364,23.31,0.71,"13,730","7,749",18.252604,-65.682494,24.02,18.288117,-65.716220,18.217091,-65.648768
00736,142701655,79564,55.10,0.03,"51,532","22,315",18.103624,-66.151667,55.13,18.157427,-66.202807,18.049821,-66.100527
00738,76243980,78712514,29.44,30.39,"34,922","18,383",18.304458,-65.698711,59.83,18.360508,-65.751925,18.248408,-65.645497
00739,81792808,1113746,31.58,0.43,"39,678","15,565",18.177266,-66.160577,32.01,18.218264,-66.199529,18.136268,-66.121625
00740,1103423,40886,0.43,0.02,"2,071","1,008",18.331159,-65.634120,0.44,18.335976,-65.638692,18.326342,-65.629548
00741,6121151,2792707,2.36,1.08,"4,971","2,196",18.163746,-65.754021,3.44,18.177189,-65.766794,18.150303,-65.741248
00745,133676216,6155023,51.61,2.38,"55,062","24,529",18.352840,-65.817813,53.99,18.406084,-65.868349,18.299596,-65.767277
00751,121664561,29378177,46.97,11.34,"23,129","10,808",18.001317,-66.252183,58.32,18.056655,-66.304812,17.945979,-66.199554
00754,132164302,241740,51.03,0.09,"40,828","17,146",18.147130,-65.976289,51.12,18.198941,-66.025523,18.095319,-65.927055
00757,77246859,5609947,29.83,2.17,"23,263","9,571",17.995441,-66.391334,31.99,18.036427,-66.430315,17.954455,-66.352353
00765,49309561,1749411,19.04,0.68,"9,098","5,339",18.130096,-65.439369,19.71,18.162270,-65.469946,18.097922,-65.408792
00766,103701762,3739022,40.04,1.44,"26,488","9,947",18.133196,-66.476916,41.48,18.179868,-66.521270,18.086524,-66.432562
00767,143501366,6805011,55.41,2.63,"38,019","15,831",18.069413,-65.896490,58.03,18.124616,-65.948970,18.014210,-65.844010
00769,198168393,38999,76.51,0.02,"40,248","16,612",18.103800,-66.357586,76.53,18.167192,-66.417839,18.040408,-66.297333
00771,87591047,32514,33.82,0.01,"38,394","16,142",18.187201,-65.871196,33.83,18.229350,-65.911239,18.145052,-65.831153
00772,37975532,13639704,14.66,5.27,"23,105","10,211",18.438969,-65.905174,19.93,18.471318,-65.935862,18.406620,-65.874486
00773,62964008,2572484,24.31,0.99,"20,068","10,968",18.343799,-65.726378,25.30,18.380250,-65.760977,18.307348,-65.691779
00775,27344697,33437932,10.56,12.91,"1,786","1,569",18.327485,-65.295977,23.47,18.362589,-65.329301,18.292381,-65.262653
00777,68844419,327723,26.58,0.13,"40,684","16,867",18.224133,-65.908542,26.71,18.261582,-65.944112,18.186684,-65.872972
00778,76776403,1116806,29.64,0.43,"45,429","18,127",18.263023,-65.979078,30.07,18.302762,-66.016816,18.223284,-65.941340
00780,52032587,838321,20.09,0.32,"13,800","5,295",18.102834,-66.568105,20.41,18.135574,-66.599225,18.070094,-66.536985
00782,69008763,319734,26.64,0.12,"19,304","7,535",18.225708,-66.221633,26.77,18.263199,-66.257243,18.188217,-66.186023
00783,108382318,16292,41.85,0.01,"36,557","13,798",18.303910,-66.326179,41.85,18.350790,-66.370687,18.257030,-66.281671
00784,143887987,16278766,55.56,6.29,"44,637","19,159",18.010721,-66.133613,61.84,18.067706,-66.187805,17.953736,-66.079421
00786,666250,0,0.26,0.00,357,145,18.155424,-66.229907,0.26,18.159099,-66.233399,18.151749,-66.226415
00791,95711037,2868576,36.95,1.11,"53,417","25,871",18.136752,-65.821487,38.06,18.181458,-65.863972,18.092046,-65.779002
00794,91419799,77809,35.30,0.03,"30,585","11,502",18.199014,-66.309782,35.33,18.242084,-66.350698,18.155944,-66.268866
00795,119811901,958123,46.26,0.37,"48,736","19,196",18.060532,-66.499473,46.63,18.110014,-66.546517,18.011050,-66.452429
00901,2534091,30548,0.98,0.01,"7,080","4,990",18.465424,-66.104724,0.99,18.472635,-66.111564,18.458213,-66.097884
00906,8247,0,0.00,0.00,4,168,18.464460,-66.094995,0.00,18.464869,-66.095383,18.464051,-66.094607
00907,3132947,347421,1.21,0.13,"17,458","13,224",18.452679,-66.078113,1.34,18.461079,-66.086081,18.444279,-66.070145
00909,1575598,49304,0.61,0.02,"6,230","3,805",18.441610,-66.067132,0.63,18.447350,-66.072577,18.435870,-66.061687
00911,1245504,0,0.48,0.00,"8,623","6,096",18.451128,-66.056223,0.48,18.456153,-66.060990,18.446103,-66.051456
00912,854044,0,0.33,0.00,"6,801","3,884",18.445289,-66.060139,0.33,18.449450,-66.064086,18.441128,-66.056192
00913,843188,0,0.33,0.00,"9,312","4,065",18.449970,-66.042664,0.33,18.454105,-66.046586,18.445835,-66.038742
00915,3601480,820884,1.39,0.32,"32,820","16,538",18.437179,-66.045571,1.71,18.446648,-66.054554,18.427710,-66.036588
00917,3360017,46991,1.30,0.02,"21,053","12,348",18.420673,-66.050105,1.32,18.428984,-66.057990,18.412362,-66.042220
00918,5520556,101247,2.13,0.04,"18,056","10,850",18.421022,-66.065789,2.17,18.431698,-66.075918,18.410346,-66.055660
00920,7331380,135936,2.83,0.05,"17,893","9,322",18.414292,-66.088042,2.88,18.426596,-66.099716,18.401988,-66.076368
00921,6931388,0,2.68,0.00,"37,763","17,728",18.392273,-66.088552,2.68,18.404127,-66.099801,18.380419,-66.077303
00923,5283986,7303,2.04,0.00,"29,086","13,969",18.409307,-66.038888,2.04,18.419664,-66.048715,18.398950,-66.029061
00924,12143485,1620,4.69,0.00,"56,691","24,971",18.399196,-66.012452,4.69,18.414888,-66.027342,18.383504,-65.997562
00925,1158082,0,0.45,0.00,"8,696","5,413",18.400296,-66.050602,0.45,18.405142,-66.055200,18.395450,-66.046004
00926,62575083,1052384,24.16,0.41,"108,862","47,317",18.345400,-66.051545,24.57,18.381317,-66.085636,18.309483,-66.017454
00927,6804165,5831,2.63,0.00,"14,936","7,893",18.387953,-66.072098,2.63,18.399703,-66.083248,18.376203,-66.060948
00934,1940428,26786,0.75,0.01,288,140,18.411313,-66.124234,0.76,18.417628,-66.130226,18.404998,-66.118242
00936,417955,0,0.16,0.00,681,4,18.395463,-66.073773,0.16,18.398374,-66.076535,18.392552,-66.071011
00949,45604190,2130451,17.61,0.82,"82,278","33,340",18.430695,-66.212833,18.43,18.461804,-66.242347,18.399586,-66.183319
00950,6204986,1989345,2.40,0.77,9,5,18.463693,-66.234559,3.16,18.476582,-66.246785,18.450804,-66.222333
00951,1075640,29541,0.42,0.01,35,19,18.427530,-66.253789,0.43,18.432264,-66.258280,18.422796,-66.249298
00952,3207681,0,1.24,0.00,"10,008","4,169",18.427441,-66.182032,1.24,18.435505,-66.189683,18.419377,-66.174381
00953,69144842,1365378,26.70,0.53,"73,014","26,609",18.360727,-66.251526,27.22,18.398536,-66.287410,18.322918,-66.215642
00956,68564483,215310,26.47,0.08,"79,304","32,550",18.319539,-66.168891,26.56,18.356881,-66.204341,18.282197,-66.133441
00957,11965797,1407,4.62,0.00,"45,680","18,275",18.368533,-66.187693,4.62,18.384109,-66.202476,18.352957,-66.172910
00959,16609667,81790,6.41,0.03,"50,560","22,445",18.388924,-66.154999,6.44,18.407320,-66.172455,18.370528,-66.137543
00960,2409664,2485,0.93,0.00,"1,779",0,18.416919,-66.145795,0.93,18.423912,-66.152430,18.409926,-66.139160
00961,13367398,205470,5.16,0.08,"32,429","13,394",18.412229,-66.165168,5.24,18.428818,-66.180907,18.395640,-66.149429
00962,9876249,1152266,3.81,0.44,"22,491","8,939",18.442299,-66.145357,4.26,18.457252,-66.159542,18.427346,-66.131172
00965,1689483,342594,0.65,0.13,"9,134","3,848",18.433757,-66.114752,0.78,18.440176,-66.120841,18.427338,-66.108663
00966,8401213,4490,3.24,0.00,"16,676","7,894",18.401536,-66.117584,3.25,18.414590,-66.129971,18.388482,-66.105197
00968,1180763,0,0.46,0.00,"3,478","2,228",18.406077,-66.101223,0.46,18.410970,-66.105865,18.401184,-66.096581
00969,12622328,39797,4.87,0.02,"42,219","17,775",18.368062,-66.108062,4.89,18.384084,-66.123268,18.352040,-66.092856
00971,41324409,94183,15.96,0.04,"30,986","12,895",18.318832,-66.119215,15.99,18.347810,-66.146725,18.289854,-66.091705
00976,43356810,738172,16.74,0.29,"65,136","26,564",18.336408,-65.994057,17.03,18.366308,-66.022439,18.306508,-65.965675
00979,4061150,504754,1.57,0.19,"17,030","12,765",18.444388,-66.030129,1.76,18.454009,-66.039256,18.434767,-66.021002
00982,3654231,19111,1.41,0.01,"16,428","7,402",18.411261,-65.992045,1.42,18.419891,-66.000233,18.402631,-65.983857
00983,8987630,622892,3.47,0.24,"39,234","16,985",18.418007,-65.977070,3.71,18.431966,-65.990314,18.404048,-65.963826
00985,21083058,759741,8.14,0.29,"36,553","15,241",18.408588,-65.946933,8.43,18.429632,-65.966900,18.387544,-65.926966
00987,64272333,453240,24.82,0.17,"63,661","25,557",18.338161,-65.941083,24.99,18.374386,-65.975468,18.301936,-65.906698
01001,29635470,2229770,11.44,0.86,"16,769","7,557",42.062332,-72.628274,12.30,42.087749,-72.647144,42.036915,-72.609404
01002,142556362,4280260,55.04,1.65,"29,049","10,388",42.363977,-72.458507,56.69,42.418539,-72.498822,42.309415,-72.418192
01003,1842384,12788,0.71,0.00,"10,372",5,42.389941,-72.524108,0.72,42.396074,-72.528638,42.383808,-72.519578
01005,114586903,667042,44.24,0.26,"5,079","2,044",42.418848,-72.106598,44.50,42.467187,-72.142284,42.370509,-72.070912
01007,136345999,6943853,52.64,2.68,"14,649","5,839",42.279010,-72.400468,55.32,42.332909,-72.440347,42.225111,-72.360589
01008,139331467,5086093,53.80,1.96,"1,263",586,42.191846,-72.957325,55.76,42.245957,-72.997416,42.137735,-72.917234
01009,2065002,23,0.80,0.00,741,341,42.211969,-72.341433,0.80,42.218439,-72.346225,42.205499,-72.336641
01010,89982811,1420260,34.74,0.55,"3,609","1,598",42.129477,-72.205302,35.29,42.172525,-72.237228,42.086429,-72.173376
01011,81884563,342573,31.62,0.13,"1,370",659,42.300281,-72.968716,31.75,42.341111,-72.998915,42.259451,-72.938517
01012,33977749,545075,13.12,0.21,661,343,42.375425,-72.858192,13.33,42.401881,-72.877736,42.348969,-72.838648
01013,14567022,1731910,5.62,0.67,"23,188","10,246",42.154904,-72.602804,6.29,42.173082,-72.616280,42.136726,-72.589328
01020,32308345,1178303,12.47,0.45,"29,668","13,688",42.172698,-72.561835,12.93,42.198754,-72.581146,42.146642,-72.542524
01022,12322151,2118,4.76,0.00,"2,451","1,209",42.197741,-72.542713,4.76,42.213548,-72.554423,42.181934,-72.531003
01026,62170236,332515,24.00,0.13,946,513,42.465494,-72.918267,24.13,42.501092,-72.944527,42.429896,-72.892007
01027,104896540,1189669,40.50,0.46,"17,660","8,311",42.295008,-72.751877,40.96,42.341385,-72.786181,42.248631,-72.717573
01028,33686035,181933,13.01,0.07,"15,720","6,106",42.059614,-72.501234,13.08,42.085818,-72.520689,42.033410,-72.481779
01029,41047358,5315012,15.85,2.05,789,"1,078",42.193394,-73.044647,17.90,42.224053,-73.067362,42.162735,-73.021932
01030,30736637,469718,11.87,0.18,"11,669","4,582",42.072925,-72.686971,12.05,42.098078,-72.705642,42.047772,-72.668300
01031,20959213,0,8.09,0.00,"1,308",596,42.329397,-72.198190,8.09,42.350011,-72.213430,42.308783,-72.182950
01032,30481491,887372,11.77,0.34,570,363,42.457613,-72.814780,12.11,42.482832,-72.833386,42.432394,-72.796174
01033,72068288,667254,27.83,0.26,"6,227","2,454",42.244959,-72.500034,28.08,42.283360,-72.528462,42.206558,-72.471606
01034,185271061,5014353,71.53,1.94,"2,021","1,145",42.098207,-72.961272,73.47,42.160319,-73.007359,42.036095,-72.915185
01035,59791827,3939738,23.09,1.52,"5,250","2,230",42.356482,-72.568576,24.61,42.392428,-72.595139,42.320536,-72.542013
01036,50521716,105963,19.51,0.04,"5,109","1,937",42.062946,-72.417297,19.55,42.094984,-72.441082,42.030908,-72.393512
01037,34391428,235915,13.28,0.09,838,253,42.367961,-72.188710,13.37,42.394457,-72.208286,42.341465,-72.169134
01038,25893889,2245685,10.00,0.87,"2,545","1,181",42.385496,-72.606929,10.86,42.409381,-72.624571,42.361611,-72.589287
01039,34206722,595533,13.21,0.23,"1,336",640,42.404278,-72.688922,13.44,42.430841,-72.708536,42.377715,-72.669308
01040,55116741,4025645,21.28,1.55,"39,880","16,384",42.211656,-72.642448,22.84,42.246284,-72.668095,42.177028,-72.616801
01050,99270932,2581121,38.33,1.00,"2,530","1,167",42.286750,-72.869693,39.33,42.332192,-72.903310,42.241308,-72.836076
01053,13289904,251888,5.13,0.10,"1,685",636,42.356301,-72.713584,5.23,42.372871,-72.725828,42.339731,-72.701340
01054,59071058,425618,22.81,0.16,"1,851",811,42.469588,-72.484502,22.97,42.504319,-72.510121,42.434857,-72.458883
01056,70460584,2836425,27.20,1.10,"21,103","8,383",42.188865,-72.459079,28.30,42.227414,-72.487641,42.150316,-72.430517
01057,116307957,1607537,44.91,0.62,"8,534","3,470",42.093596,-72.321494,45.53,42.142490,-72.357776,42.044702,-72.285212
01060,28276974,3261695,10.92,1.26,"15,284","7,307",42.321488,-72.630588,12.18,42.346775,-72.649285,42.296201,-72.611891
01062,47018995,396854,18.15,0.15,"11,150","4,784",42.328314,-72.703923,18.31,42.359319,-72.726845,42.297309,-72.681001
01063,100502,0,0.04,0.00,430,1,42.318882,-72.638530,0.04,42.320309,-72.639585,42.317455,-72.637475
01066,1839260,121053,0.71,0.05,64,25,42.406903,-72.655018,0.76,42.413207,-72.659673,42.400599,-72.650363
01068,53949370,1008115,20.83,0.39,"1,902",711,42.350862,-72.044248,21.22,42.384242,-72.068917,42.317482,-72.019579
01069,72688936,766584,28.07,0.30,"8,469","3,779",42.187794,-72.308469,28.36,42.226385,-72.337063,42.149203,-72.279875
01070,53200760,594033,20.54,0.23,629,320,42.518446,-72.919017,20.77,42.551471,-72.943358,42.485421,-72.894676
01071,40349276,803435,15.58,0.31,"1,596",638,42.160060,-72.873853,15.89,42.188945,-72.895265,42.131175,-72.852441
01072,52021993,1342210,20.09,0.52,"1,478",748,42.456968,-72.417244,20.60,42.489861,-72.441512,42.424075,-72.392976
01073,72913678,2077741,28.15,0.80,"5,792","2,337",42.226948,-72.741588,28.95,42.265940,-72.770461,42.187956,-72.712715
01074,220752,52379,0.09,0.02,319,132,42.387603,-72.093230,0.11,42.389956,-72.094968,42.385250,-72.091492
01075,45888980,1773571,17.72,0.68,"17,527","7,162",42.256346,-72.580763,18.40,42.287432,-72.603771,42.225260,-72.557755
01077,79825932,2153492,30.82,0.83,"9,502","3,916",42.052570,-72.777353,31.65,42.093338,-72.807625,42.011802,-72.747081
01079,2921898,108238,1.13,0.04,692,325,42.197424,-72.327020,1.17,42.205262,-72.332827,42.189586,-72.321213
01080,4473453,258220,1.73,0.10,"2,334","1,093",42.182218,-72.365654,1.83,42.192012,-72.372912,42.172424,-72.358396
01081,37544477,568325,14.50,0.22,"1,698",820,42.061313,-72.234411,14.72,42.089111,-72.255049,42.033515,-72.213773
01082,119411357,16183211,46.10,6.25,"10,322","4,768",42.293533,-72.278599,52.35,42.345965,-72.317383,42.241101,-72.239815
01083,40871193,156824,15.78,0.06,"2,888","1,270",42.203642,-72.194599,15.84,42.232483,-72.215963,42.174801,-72.173235
01084,23821014,222863,9.20,0.09,176,88,42.392370,-72.882235,9.28,42.414449,-72.898541,42.370291,-72.865929
01085,155258467,2964576,59.95,1.14,"41,117","16,363",42.153503,-72.771602,61.09,42.210141,-72.813590,42.096865,-72.729614
01086,96152,0,0.04,0.00,687,0,42.130446,-72.793967,0.04,42.131842,-72.795002,42.129050,-72.792932
01088,13468904,36984,5.20,0.01,670,357,42.391709,-72.646494,5.21,42.408257,-72.658715,42.375161,-72.634273
01089,43286505,2094117,16.71,0.81,"28,391","12,697",42.125451,-72.649734,17.52,42.155783,-72.672231,42.095119,-72.627237
01092,17359776,80681,6.70,0.03,"1,394",591,42.191868,-72.235107,6.73,42.210672,-72.249039,42.173064,-72.221175
01093,13063805,16741,5.04,0.01,325,156,42.435121,-72.654963,5.05,42.451406,-72.666982,42.418836,-72.642944
01094,2942290,169907,1.14,0.07,351,171,42.359108,-72.136800,1.20,42.367051,-72.142670,42.351165,-72.130930
01095,58570047,581247,22.61,0.22,"14,319","5,535",42.127327,-72.427404,22.84,42.161957,-72.453088,42.092697,-72.401720
01096,82059161,532858,31.68,0.21,"2,217","1,029",42.397140,-72.763572,31.89,42.438061,-72.793791,42.356219,-72.733353
01097,4426154,208868,1.71,0.08,111,40,42.178038,-72.832611,1.79,42.187732,-72.839795,42.168344,-72.825427
01098,81200703,384439,31.35,0.15,"1,101",610,42.394315,-72.943115,31.50,42.434985,-72.973151,42.353645,-72.913079
01103,1191989,205067,0.46,0.08,"2,479","1,661",42.104106,-72.592028,0.54,42.109428,-72.595977,42.098784,-72.588079
01104,13509560,212850,5.22,0.08,"22,865","9,381",42.134009,-72.565378,5.30,42.150689,-72.577747,42.117329,-72.553009
01105,3219040,306964,1.24,0.12,"12,350","5,586",42.095207,-72.577579,1.36,42.103662,-72.583853,42.086752,-72.571305
01106,24090566,1331605,9.30,0.51,"16,021","6,107",42.047565,-72.571130,9.82,42.070268,-72.587989,42.024862,-72.554271
01107,3903756,89142,1.51,0.03,"11,611","4,252",42.121060,-72.607068,1.54,42.130057,-72.613742,42.112063,-72.600394
01108,9643254,406401,3.72,0.16,"26,688","10,992",42.080692,-72.560791,3.88,42.094966,-72.571385,42.066418,-72.550197
01109,14094949,487865,5.44,0.19,"30,250","10,818",42.119674,-72.549726,5.63,42.136869,-72.562480,42.102479,-72.536972
01118,9312203,260877,3.60,0.10,"14,071","5,911",42.093732,-72.525905,3.70,42.107664,-72.536243,42.079800,-72.515567
01119,9194297,241739,3.55,0.09,"14,152","5,185",42.124978,-72.511210,3.64,42.138809,-72.521469,42.111147,-72.500951
01128,2892857,1287,1.12,0.00,"2,631","1,077",42.092296,-72.489135,1.12,42.099956,-72.494819,42.084636,-72.483451
01129,8867992,237886,3.42,0.09,"7,019","2,982",42.119062,-72.487402,3.52,42.132649,-72.497480,42.105475,-72.477324
01151,6134290,464565,2.37,0.18,"8,698","3,699",42.151860,-72.509131,2.55,42.163427,-72.517706,42.140293,-72.500556
01199,28277,0,0.01,0.00,0,0,42.120563,-72.604468,0.01,42.121320,-72.605030,42.119806,-72.603906
01201,137058017,6752938,52.92,2.61,"46,504","22,443",42.448236,-73.273727,55.53,42.502233,-73.313571,42.394239,-73.233883
01220,63689337,204142,24.59,0.08,"8,603","4,434",42.623799,-73.116737,24.67,42.659791,-73.143220,42.587807,-73.090254
01222,8565484,333235,3.31,0.13,829,361,42.058703,-73.322175,3.44,42.072135,-73.332148,42.045271,-73.312202
01223,180653860,5294145,69.75,2.04,"2,314","1,986",42.312225,-73.110124,71.79,42.373625,-73.155528,42.250825,-73.064720
01224,720507,82246,0.28,0.03,182,81,42.513356,-73.195594,0.31,42.517390,-73.198568,42.509322,-73.192620
01225,65025449,1821072,25.11,0.70,"3,117","1,466",42.563363,-73.153566,25.81,42.600177,-73.180681,42.526549,-73.126451
01226,68319649,366617,26.38,0.14,"6,945","2,993",42.481119,-73.135073,26.52,42.518436,-73.162594,42.443802,-73.107552
01229,1897309,1745,0.73,0.00,95,61,42.276339,-73.335896,0.73,42.282544,-73.340487,42.270134,-73.331305
01230,237032746,4530189,91.52,1.75,"8,430","4,633",42.172941,-73.324463,93.27,42.242923,-73.376328,42.102959,-73.272598
01235,118213863,2794609,45.64,1.08,"2,766","1,507",42.430620,-73.064073,46.72,42.480151,-73.100632,42.381089,-73.027514
01236,12437975,157895,4.80,0.06,"1,509",784,42.266496,-73.378393,4.86,42.282476,-73.390219,42.250516,-73.366567
